iter	MAE
212	3.826403287
213	3.825409383
214	3.824286103
215	3.823662933
216	3.823078935
217	3.822425762
218	3.821575217
219	3.820912942
220	3.8202812
221	3.819726198
222	3.819100066
223	3.818655951
224	3.818003368
225	3.817202106
226	3.816684211
227	3.816110856
228	3.815526092
229	3.815019216
230	3.814384617
231	3.813842941
232	3.813160208
233	3.812751464
234	3.812302336
235	3.811767742
236	3.811296019
237	3.8109545
238	3.810568403
239	3.810039047
240	3.809701991
241	3.809146496
242	3.808691247
243	3.808333559
244	3.80785951
245	3.807387861
246	3.806964511
247	3.806540291
248	3.806175167
249	3.805718994
250	3.805406145
251	3.804755082
252	3.804277059
253	3.804017112
254	3.803697455
255	3.803406619
256	3.803065083
257	3.802729969
258	3.802303081
259	3.802094913
260	3.80175352
261	3.80122829
262	3.800948968
263	3.800693562
264	3.800373125
265	3.79994903
266	3.79969939
267	3.799437517
268	3.799064993
269	3.798730943
270	3.798081436
271	3.797802358
272	3.797476178
273	3.79728065
274	3.797068735
275	3.796848128
276	3.796460794
277	3.796241389
278	3.795966892
279	3.795781006
280	3.795156025
281	3.79460018
282	3.794080999
283	3.793803346
284	3.793470379
285	3.793245955
286	3.792873494
287	3.792453923
288	3.792260128
289	3.79203983
290	3.791833227
291	3.791517293
292	3.791270116
293	3.790993157
294	3.790606376
295	3.790491495
296	3.790354044
297	3.79022474
298	3.790092452
299	3.789915146
300	3.789741096
301	3.789267501
302	3.789119313
303	3.788973891
304	3.7888213
305	3.788628733
306	3.788467746
307	3.788340988
308	3.788002235
309	3.787893183
310	3.787541334
311	3.78752965
312	3.787133498
313	3.786890136
314	3.786756305
315	3.786352003
316	3.786100294
317	3.785829068
318	3.785672767
319	3.785479066
320	3.78525601
321	3.785058456
322	3.784728308
323	3.784521802
324	3.784240388
325	3.783853916
326	3.783714767
327	3.783558256
328	3.783305194
329	3.783022219
330	3.782908544
331	3.782522036
332	3.782155584
333	3.781737933
334	3.781388646
335	3.781238804
336	3.7810775
337	3.780934376
338	3.780800927
339	3.780648367
340	3.780322132
341	3.780150818
342	3.779986382
343	3.779818173
344	3.779697629
345	3.779548181
346	3.779410432
347	3.779109714
348	3.778849689
349	3.778645077
350	3.778547944
351	3.778457673
352	3.778354509
353	3.778200863
354	3.778035533
355	3.777809793
356	3.777683224
357	3.77750177
358	3.777321261
359	3.777163492
360	3.77713604
361	3.776930243
362	3.776773312
363	3.776618645
364	3.776222401
365	3.775905121
366	3.775895135
367	3.775607237
368	3.775320625
369	3.775092445
370	3.774821589
371	3.774482209
372	3.774406341
373	3.77420205
374	3.774083758
375	3.773946836
376	3.773839324
377	3.773742235
378	3.773550793
379	3.773425944
380	3.773179598
381	3.773069173
382	3.77282631
383	3.772750283
384	3.77263383
385	3.772549374
386	3.772478779
387	3.772467629
388	3.772324234
389	3.772110488
390	3.771925428
391	3.771822352
392	3.771813376
393	3.771754831
394	3.771630294
395	3.771483688
396	3.771396162
397	3.771247921
398	3.771094933
399	3.770990261
400	3.770742975
401	3.770727819
402	3.770454584
403	3.770316493
404	3.770063264
405	3.769997172
406	3.769982693
407	3.76984489
408	3.769715749
409	3.769599247
410	3.769538206
411	3.769486406
412	3.769389672
413	3.769294791
414	3.76911177
415	3.769010316
416	3.768893947
417	3.768690309
418	3.768606482
419	3.768540077
420	3.768289582
421	3.768269719
422	3.768230073
423	3.768152749
424	3.767908578
425	3.76784561
426	3.767838884
427	3.767692864
428	3.767537385
429	3.767475461
430	3.767363369
431	3.767357422
432	3.767245367
433	3.767067034
434	3.767059975
435	3.766982998
436	3.766909613
437	3.76684539
438	3.766722575
439	3.766664144
440	3.766491773
441	3.76641848
442	3.766333155
443	3.766243273
444	3.766098335
445	3.765949604
446	3.765918463
447	3.76581731
448	3.765708455
449	3.765583385
450	3.7655813
451	3.765526229
452	3.765378402
453	3.765303634
454	3.765022561
455	3.764935738
456	3.764842562
457	3.764767007
458	3.764656882
459	3.764532556
460	3.764441841
461	3.764348569
462	3.764219194
463	3.764123216
464	3.763949786
465	3.763880439
466	3.76373366
467	3.763728787
468	3.763679823
469	3.763672688
470	3.76362545
471	3.763437011
472	3.763387733
473	3.763246645
474	3.763238251
475	3.763153128
476	3.763059742
477	3.762945728
478	3.762910653
479	3.762811442
480	3.762693204
481	3.762574115
482	3.762537001
483	3.762470179
484	3.762350591
485	3.762222136
486	3.76213474
487	3.762016405
488	3.761991804
489	3.761794281
490	3.761728214
491	3.761659299
492	3.761628898
493	3.761623046
494	3.761579794
495	3.76140146
496	3.761282833
497	3.761185285
498	3.76118441
499	3.761164341
500	3.760984547
501	3.760762971
502	3.760685435
503	3.760533136
504	3.760449648
505	3.760265254
506	3.760196696
507	3.760140619
508	3.760070444
509	3.760001906
510	3.759914442
511	3.75985868
512	3.759760023
513	3.759715477
514	3.759636971
515	3.759579393
516	3.759528629
517	3.759331383
518	3.759206159
519	3.75911895
520	3.75895463
521	3.758899129
522	3.758859247
523	3.758816986
524	3.758766936
525	3.758611262
526	3.758610758
527	3.758506292
528	3.758449073
529	3.758383953
530	3.758320533
531	3.758226067
532	3.758112656
533	3.757949171
534	3.757857409
535	3.75781296
536	3.757736508
537	3.757624997
538	3.75755604
539	3.757424541
540	3.757282899
541	3.757225301
542	3.757122629
543	3.757088507
544	3.7569658
545	3.75692619
546	3.756879697
547	3.756732467
548	3.756698272
549	3.75662278
550	3.756560189
551	3.756519415
552	3.756474929
553	3.756428527
554	3.756375354
555	3.756286316
556	3.756069005
557	3.755996454
558	3.755968194
559	3.75588412
560	3.755830594
561	3.755775738
562	3.755681883
563	3.755656195
564	3.755593398
565	3.755542711
566	3.755468268
567	3.75542075
568	3.755374932
569	3.755367476
570	3.755207411
571	3.755153096
572	3.755082546
573	3.755082098
574	3.754997672
575	3.754939593
576	3.754904896
577	3.754866948
578	3.754802177
579	3.754760449
580	3.754698498
581	3.754595979
582	3.754552023
583	3.754485322
584	3.754333644
585	3.754258818
586	3.754169351
587	3.754131663
588	3.754017324
589	3.753988955
590	3.753931521
591	3.753863928
592	3.753785426
593	3.75370368
594	3.753586496
595	3.753586485
596	3.753553216
597	3.75347281
598	3.753426208
599	3.753385135
600	3.753309065
601	3.753279208
602	3.753181628
603	3.753159464
604	3.753132213
605	3.753098587
606	3.753023012
607	3.752964512
608	3.752857277
609	3.752798254
610	3.7526534
611	3.752594516
612	3.752533094
613	3.752466759
614	3.752403576
615	3.752367514
616	3.752318757
617	3.752207776
618	3.75216344
619	3.752120984
620	3.752082503
621	3.75202472
622	3.75196381
623	3.751919507
624	3.751900269
625	3.751806235
626	3.751747581
627	3.751708142
628	3.751665317
629	3.75162016
630	3.75154437
631	3.751485905
632	3.751374504
633	3.751339825
634	3.751285702
635	3.751254362
636	3.751148432
637	3.751107424
638	3.751086261
639	3.751068858
640	3.751035442
641	3.751013772
642	3.750975624
643	3.750915239
644	3.750762531
645	3.750734391
646	3.750644397
647	3.750598967
648	3.750467363
649	3.750410949
650	3.750383197
651	3.750297853
652	3.750230983
653	3.750147891
654	3.750043112
655	3.749938898
656	3.749802318
657	3.749711342
658	3.749668763
659	3.749575204
660	3.749495387
661	3.749434377
662	3.749420473
663	3.749386751
664	3.749255208
665	3.749167319
666	3.749101782
667	3.749024939
668	3.748944951
669	3.74885831
670	3.748822226
671	3.748788026
672	3.748730726
673	3.748678311
674	3.748654311
675	3.748544375
676	3.748525276
677	3.748482597
678	3.74841456
679	3.748383948
680	3.748320207
681	3.748225584
682	3.748167674
683	3.748142841
684	3.748051045
685	3.747983308
686	3.747915107
687	3.747872535
688	3.747751655
689	3.747724226
690	3.747698079
691	3.747667269
692	3.747642894
693	3.747591573
694	3.747553301
695	3.747520982
696	3.747491913
697	3.747436748
698	3.747406097
699	3.747332322
700	3.747309013
701	3.747284398
702	3.747204957
703	3.747085707
704	3.747056175
705	3.747030781
706	3.746998052
707	3.746922391
708	3.746909402
709	3.746860463
710	3.746832585
711	3.746805887
712	3.746739882
713	3.74669221
714	3.74666807
715	3.74661505
716	3.746577883
717	3.746523855
718	3.746491523
719	3.746471423
720	3.746385839
721	3.746359786
722	3.74630264
723	3.746233977
724	3.746205515
725	3.746149708
726	3.746128859
727	3.746080052
728	3.746045892
729	3.746032252
730	3.746002572
731	3.745986223
732	3.745921205
733	3.74590535
734	3.745872331
735	3.74584842
736	3.745823804
737	3.74576141
738	3.745693541
739	3.745631681
740	3.745587794
741	3.745562471
742	3.745535532
743	3.745488028
744	3.745468742
745	3.745456035
746	3.745432953
747	3.74539512
748	3.745331453
749	3.74529546
750	3.745282971
751	3.745215994
752	3.745193912
753	3.745148717
754	3.745109035
755	3.745092465
756	3.745032504
757	3.744951754
758	3.74494032
759	3.744895812
760	3.744852221
761	3.744831375
762	3.744777063
763	3.744757313
764	3.744741983
765	3.744715585
766	3.744640251
767	3.744623344
768	3.744573921
769	3.744555012
770	3.74454526
771	3.744480909
772	3.744437415
773	3.744420026
774	3.744381887
775	3.744357716
776	3.744301723
777	3.744239639
778	3.744214639
779	3.74414403
780	3.744122149
781	3.744096187
782	3.744084064
783	3.744069766
784	3.744033456
785	3.744011886
786	3.743951813
787	3.743937769
788	3.743886497
789	3.743867882
790	3.74380734
791	3.743795468
792	3.743777769
793	3.743753119
794	3.743741472
795	3.743710251
796	3.743696774
797	3.743664445
798	3.743633062
799	3.743619853
800	3.743608462
801	3.743543097
802	3.743485221
803	3.743471241
804	3.743464891
805	3.743448728
806	3.743431287
807	3.74336445
808	3.743317686
809	3.74328357
810	3.743228826
811	3.743194276
812	3.743185006
813	3.743172928
814	3.743143787
815	3.743132998
816	3.743123373
817	3.743061741
818	3.743028596
819	3.743018133
820	3.74297127
821	3.742956666
822	3.742932889
823	3.742924402
824	3.742911425
825	3.742897269
826	3.742875401
827	3.742841148
828	3.742833343
829	3.742821922
830	3.742751619
831	3.742738787
832	3.742725733
833	3.742715616
834	3.742642465
835	3.742625402
836	3.742556763
837	3.742521966
838	3.742514491
839	3.742508441
840	3.742466913
841	3.742458812
842	3.742447221
843	3.742435343
844	3.742419765
845	3.742391775
846	3.742338074
847	3.742291945
848	3.742246644
849	3.742209121
850	3.742197006
851	3.742189621
852	3.742182052
853	3.742137215
854	3.742084368
855	3.7420375
856	3.742029289
857	3.742016516
858	3.742008508
859	3.741965567
860	3.741922982
861	3.741904654
862	3.741842205
863	3.741797646
864	3.741780041
865	3.741770008
866	3.741729298
867	3.74171237
868	3.741694316
869	3.741669472
870	3.741661795
871	3.741610642
872	3.741593153
873	3.741575753
874	3.741526074
875	3.741508436
876	3.741444234
877	3.741361993
878	3.741356353
879	3.741342974
880	3.741325008
881	3.741299734
882	3.741269039
883	3.741199501
884	3.741192445
885	3.741180053
886	3.741161394
887	3.74115629
888	3.741124748
889	3.741104697
890	3.741098593
891	3.741016462
892	3.740991278
893	3.740980572
894	3.740977996
895	3.740955988
896	3.740951968
897	3.740944655
898	3.740936942
899	3.74090838
900	3.740889176
901	3.740860869
902	3.740854384
903	3.740798311
904	3.740783929
905	3.740765429
906	3.740754093
907	3.740718691
908	3.740708127
909	3.740682765
910	3.740626729
911	3.740622307
912	3.740612988
913	3.74059805
914	3.740585231
915	3.740536227
916	3.740523577
917	3.740515847
918	3.740508232
919	3.740471111
920	3.740463522
921	3.740453755
922	3.740439271
923	3.740414841
924	3.74038923
925	3.740368051
926	3.740349948
927	3.740345224
928	3.740299821
929	3.740295103
930	3.740281547
931	3.740263914
932	3.740238132
933	3.740222967
934	3.740111088
935	3.74009655
936	3.740059245
937	3.740042209
938	3.740009974
939	3.739999662
940	3.739985389
941	3.739976935
942	3.739967079
943	3.739921695
944	3.739909135
945	3.739876108
946	3.739863545
947	3.73984989
948	3.739806072
949	3.739795159
950	3.739780339
951	3.739757312
952	3.739749855
953	3.739707283
954	3.739700379
955	3.739685854
956	3.739652546
957	3.739642566
958	3.739598719
959	3.739590154
960	3.739518295
961	3.739512248
962	3.739506129
963	3.739503566
964	3.739496482
965	3.739466266
966	3.739451433
967	3.739438843
968	3.739432565
969	3.739422948
970	3.739403104
971	3.739390292
972	3.739380724
973	3.739367692
974	3.739350943
975	3.739340031
976	3.739328607
977	3.739322458
978	3.739312339
979	3.739295896
980	3.7392848
981	3.739273706
982	3.739263055
983	3.739230479
984	3.739220476
985	3.739136625
986	3.739127829
987	3.739119759
988	3.739097593
989	3.739084952
990	3.739068229
991	3.739040007
992	3.739032807
993	3.73900648
994	3.738998352
995	3.738965428
996	3.738956977
997	3.738943505
998	3.738907172
999	3.738886204
1000	3.738861577
1001	3.738828072
1002	3.738818126
1003	3.738774558
1004	3.73871488
1005	3.738704197
1006	3.738662674
1007	3.738656732
1008	3.73862403
1009	3.738616998
1010	3.738585248
1011	3.738568356
1012	3.738558745
1013	3.73853006
1014	3.738484682
1015	3.738471761
1016	3.738464296
1017	3.738451025
1018	3.738421367
1019	3.738413473
1020	3.738405602
1021	3.738379984
1022	3.738375341
1023	3.738371338
1024	3.738362759
1025	3.738354106
1026	3.738347932
1027	3.738343301
1028	3.738339528
1029	3.738335526
1030	3.738296977
1031	3.738272234
1032	3.738268301
1033	3.73823985
1034	3.738197844
1035	3.738166725
1036	3.738156452
1037	3.738148135
1038	3.738137715
1039	3.738113085
1040	3.738087717
1041	3.738002259
1042	3.737993994
1043	3.737988236
1044	3.737964354
1045	3.737934339
1046	3.737912199
1047	3.737880194
1048	3.737875427
1049	3.737868476
1050	3.73783389
1051	3.737822155
1052	3.737802512
1053	3.737728271
1054	3.737715206
1055	3.73770194
1056	3.737678268
1057	3.737624497
1058	3.737570094
1059	3.7375326
1060	3.737526927
1061	3.73749604
1062	3.737464456
1063	3.737429143
1064	3.737411879
1065	3.737379264
1066	3.73737074
1067	3.737355558
1068	3.737321859
1069	3.737298532
1070	3.737256385
1071	3.737251096
1072	3.737243611
1073	3.737229065
1074	3.737197316
1075	3.73717793
1076	3.737168806
1077	3.737141472
1078	3.737135627
1079	3.737121875
1080	3.737115348
1081	3.737113839
1082	3.737084404
1083	3.737080377
1084	3.737035029
1085	3.737015936
1086	3.737007785
1087	3.736995787
1088	3.736962349
1089	3.736919155
1090	3.736903074
1091	3.736880985
1092	3.736878096
1093	3.736865839
1094	3.736797022
1095	3.736767003
1096	3.736756211
1097	3.736752386
1098	3.73673636
1099	3.736731423
1100	3.736725061
1101	3.736714215
1102	3.736677889
1103	3.736660454
1104	3.736650926
1105	3.736642451
1106	3.736610856
1107	3.736596161
1108	3.736541593
1109	3.736518332
1110	3.736509605
1111	3.736497602
1112	3.736491435
1113	3.736484205
1114	3.736475304
1115	3.736466934
1116	3.736446713
1117	3.73638726
1118	3.736325886
1119	3.736293298
1120	3.736248565
1121	3.736230658
1122	3.736211628
1123	3.736202499
1124	3.736174313
1125	3.736169679
1126	3.736161876
1127	3.736134824
1128	3.73613324
1129	3.736100189
1130	3.736078153
1131	3.736069463
1132	3.736055153
1133	3.736047464
1134	3.736009603
1135	3.735953766
1136	3.735940789
1137	3.735919599
1138	3.735918494
1139	3.735912266
1140	3.735890412
1141	3.73587228
1142	3.735853654
1143	3.735850816
1144	3.735832386
1145	3.73581859
1146	3.735797369
1147	3.735790102
1148	3.735775273
1149	3.73576686
1150	3.73576273
1151	3.735759752
1152	3.735753281
1153	3.735746177
1154	3.735733773
1155	3.73572032
1156	3.735713154
1157	3.73570687
1158	3.735690466
1159	3.735679292
1160	3.735654449
1161	3.735617406
1162	3.735610745
1163	3.735575882
1164	3.735571201
1165	3.735554866
1166	3.735550265
1167	3.735538978
1168	3.735527281
1169	3.735522377
1170	3.735517838
1171	3.735514424
1172	3.735489571
1173	3.735457369
1174	3.735440086
1175	3.735415437
1176	3.735407201
1177	3.735403049
1178	3.73538002
1179	3.735356423
1180	3.735345574
1181	3.735333937
1182	3.735282891
1183	3.735269122
1184	3.735265196
1185	3.735243288
1186	3.7351938
1187	3.735189464
1188	3.735131281
1189	3.735126829
1190	3.735112689
1191	3.735107485
1192	3.735104082
1193	3.735096852
1194	3.735091859
1195	3.735077377
1196	3.735033252
1197	3.735027973
1198	3.734979562
1199	3.734969717
1200	3.734947387
1201	3.734931007
1202	3.734901219
1203	3.734898015
1204	3.734888227
1205	3.734865943
1206	3.734833264
1207	3.734818485
1208	3.734807949
1209	3.734798972
1210	3.734793504
1211	3.734754945
1212	3.734717771
1213	3.734694482
1214	3.734682055
1215	3.73467968
1216	3.734671922
1217	3.734660908
1218	3.734633588
1219	3.734592851
1220	3.734562326
1221	3.734556656
1222	3.734522976
1223	3.734520442
1224	3.734515921
1225	3.734510868
1226	3.734492953
1227	3.734465389
1228	3.734445113
1229	3.734431698
1230	3.734410614
1231	3.734403339
1232	3.734400483
1233	3.734388494
1234	3.734383591
1235	3.734367477
1236	3.7343372
1237	3.734328469
1238	3.73432372
1239	3.734311066
1240	3.734297119
1241	3.734281824
1242	3.734275771
1243	3.734270433
1244	3.734263304
1245	3.734251509
1246	3.73424813
1247	3.734243108
1248	3.734187311
1249	3.734183316
1250	3.734175528
1251	3.734172483
1252	3.734139096
1253	3.734115576
1254	3.734045443
1255	3.734031544
1256	3.734010886
1257	3.73396782
1258	3.733957485
1259	3.733952337
1260	3.733926798
1261	3.73392314
1262	3.733914615
1263	3.73390972
1264	3.733907853
1265	3.733904078
1266	3.73389301
1267	3.733887526
1268	3.733874692
1269	3.733859686
1270	3.733845749
1271	3.733841311
1272	3.73383391
1273	3.733832055
1274	3.733823487
1275	3.733804408
1276	3.733802455
1277	3.733797305
1278	3.73377959
1279	3.733774304
1280	3.733772827
1281	3.733762633
1282	3.733758588
1283	3.733739188
1284	3.733737509
1285	3.733731504
1286	3.733705028
1287	3.733695944
1288	3.733693565
1289	3.733687974
1290	3.733680152
1291	3.733678854
1292	3.733674162
1293	3.733652075
1294	3.7336428
1295	3.733632728
1296	3.733613739
1297	3.73360708
1298	3.733604778
1299	3.733602066
1300	3.733576241
1301	3.733550254
1302	3.733548717
1303	3.733542318
1304	3.733539019
1305	3.733534125
1306	3.733531425
1307	3.733511392
1308	3.73349471
1309	3.733493434
1310	3.733474086
1311	3.73347084
1312	3.733458583
1313	3.733451271
1314	3.733445941
1315	3.733442891
1316	3.733439287
1317	3.73343105
1318	3.733412132
1319	3.733402538
1320	3.733396878
1321	3.733392725
1322	3.733330553
1323	3.733272222
1324	3.733265255
1325	3.733260046
1326	3.733237845
1327	3.733228665
1328	3.733224743
1329	3.73322049
1330	3.733212914
1331	3.733194035
1332	3.733191951
1333	3.733168295
1334	3.733163531
1335	3.733160138
1336	3.733143368
1337	3.733137857
1338	3.733134611
1339	3.733127481
1340	3.733119192
1341	3.7331147
1342	3.733110889
1343	3.733100848
1344	3.733096665
1345	3.733095528
1346	3.733083432
1347	3.733080069
1348	3.733078969
1349	3.733060658
1350	3.733058624
1351	3.733047467
1352	3.733042332
1353	3.733034984
1354	3.733030931
1355	3.733025382
1356	3.733023016
1357	3.733014109
1358	3.732998481
1359	3.732994367
1360	3.732992856
1361	3.73298341
1362	3.732979764
1363	3.732975851
1364	3.732971392
1365	3.732970338
1366	3.732963315
1367	3.732959441
1368	3.732929514
1369	3.73290888
1370	3.732900437
1371	3.732891873
1372	3.732872661
1373	3.732854678
1374	3.732853111
1375	3.73285118
1376	3.732847829
1377	3.73284511
1378	3.73284002
1379	3.732838588
1380	3.732834848
1381	3.732833276
1382	3.732823203
1383	3.732819116
1384	3.732813734
1385	3.732804005
1386	3.732802254
1387	3.732799166
1388	3.732796224
1389	3.732795317
1390	3.732792773
1391	3.732787976
1392	3.732774692
1393	3.732753087
1394	3.732728697
1395	3.732714448
1396	3.73270961
1397	3.732704195
1398	3.732703263
1399	3.73269152
1400	3.732681475
1401	3.732672517
1402	3.732670547
1403	3.732667938
1404	3.732662996
1405	3.732657253
1406	3.732654988
1407	3.732645061
1408	3.73264202
1409	3.732639332
1410	3.732636156
1411	3.732633044
1412	3.732631311
1413	3.732618374
1414	3.732610495
1415	3.732608147
1416	3.732597973
1417	3.732595879
1418	3.732591106
1419	3.73257768
1420	3.732568787
1421	3.732563558
1422	3.732538621
1423	3.732515568
1424	3.732496552
1425	3.732492972
1426	3.732481796
1427	3.732476837
1428	3.732474609
1429	3.732472808
1430	3.732470611
1431	3.732468453
1432	3.732464685
1433	3.732456017
1434	3.732453475
1435	3.732436873
1436	3.732433394
1437	3.732428181
1438	3.732427045
1439	3.73242481
1440	3.732401244
1441	3.732383329
1442	3.732382574
1443	3.732374406
1444	3.732373005
1445	3.732368424
1446	3.732364902
1447	3.732357146
1448	3.7323558
1449	3.732354955
1450	3.732302448
1451	3.732297827
1452	3.73229433
1453	3.732292323
1454	3.732260021
1455	3.732258718
1456	3.73225524
1457	3.732252
1458	3.732218753
1459	3.732216466
1460	3.73221209
1461	3.732208465
1462	3.732201414
1463	3.732197433
1464	3.732184243
1465	3.732181239
1466	3.732180264
1467	3.7321735
1468	3.732161859
1469	3.732150943
1470	3.732140744
1471	3.732125392
1472	3.732117773
1473	3.73210951
1474	3.732096873
1475	3.732087862
1476	3.73208534
1477	3.732067305
1478	3.732062038
1479	3.732055495
1480	3.732024382
1481	3.732007192
1482	3.731994007
1483	3.731981037
1484	3.73197996
1485	3.731977776
1486	3.73197061
1487	3.731966765
1488	3.731955166
1489	3.731935853
1490	3.731932525
1491	3.731930766
1492	3.731894432
1493	3.731892729
1494	3.731884943
1495	3.731879648
1496	3.731877846
1497	3.731862597
1498	3.731852962
1499	3.731825501
1500	3.731797247
1501	3.731789153
1502	3.731781236
1503	3.731777119
1504	3.731765013
1505	3.731759173
1506	3.731750653
1507	3.731734495
1508	3.731718643
1509	3.731717864
1510	3.731695722
1511	3.731694873
1512	3.731681188
1513	3.731671786
1514	3.731667521
1515	3.731658773
1516	3.731610251
1517	3.731606624
1518	3.731581454
1519	3.731580093
1520	3.731576767
1521	3.731566896
1522	3.731548199
1523	3.731512936
1524	3.731506437
1525	3.731505452
1526	3.731497
1527	3.731492474
1528	3.731491183
1529	3.731487692
1530	3.731485298
1531	3.73146238
1532	3.731455583
1533	3.731448902
1534	3.731447948
1535	3.731430038
1536	3.73141424
1537	3.731409335
1538	3.731404855
1539	3.731403982
1540	3.731402645
1541	3.731397369
1542	3.731386307
1543	3.731382718
1544	3.731361909
1545	3.731359998
1546	3.731350766
1547	3.731324496
1548	3.731312266
1549	3.731285209
1550	3.731280989
1551	3.731279386
1552	3.73127565
1553	3.731260656
1554	3.731254287
1555	3.731248863
1556	3.731235839
1557	3.731230694
1558	3.73122965
1559	3.731207089
1560	3.731206885
1561	3.731201545
1562	3.731179888
1563	3.731167902
1564	3.731162731
1565	3.731153209
1566	3.731120264
1567	3.731086956
1568	3.731076012
1569	3.731073521
1570	3.731051541
1571	3.731044752
1572	3.731038065
1573	3.731029068
1574	3.731028049
1575	3.731022906
1576	3.731002672
1577	3.730973064
1578	3.73096558
1579	3.730950332
1580	3.730947038
1581	3.730938775
1582	3.730938119
1583	3.73092489
1584	3.73090318
1585	3.730896819
1586	3.730895412
1587	3.730891201
1588	3.730881285
1589	3.730878291
1590	3.730863817
1591	3.730859211
1592	3.730851515
1593	3.730849874
1594	3.730825201
1595	3.730823408
1596	3.730804021
1597	3.730792495
1598	3.730783465
1599	3.730751274
1600	3.730731225
1601	3.730728724
1602	3.730710973
1603	3.730708662
1604	3.730689216
1605	3.730683674
1606	3.730681573
1607	3.730676268
1608	3.730673336
1609	3.730655602
1610	3.730654958
1611	3.730654019
1612	3.730652995
1613	3.730650182
1614	3.730643514
1615	3.730642534
1616	3.730640495
1617	3.730630339
1618	3.73062976
1619	3.730595929
1620	3.730594543
1621	3.730583254
1622	3.730568452
1623	3.730566971
1624	3.730565896
1625	3.730563325
1626	3.730561587
1627	3.730559375
1628	3.730550941
1629	3.730546528
1630	3.730545968
1631	3.730545073
1632	3.730541624
1633	3.730531983
1634	3.730531168
1635	3.730529399
1636	3.730525438
1637	3.730514607
1638	3.73051312
1639	3.730509183
1640	3.730507169
1641	3.730498707
1642	3.730498074
1643	3.730489128
1644	3.730486984
1645	3.730433851
1646	3.730430812
1647	3.730429475
1648	3.730428126
1649	3.730388582
1650	3.730385706
1651	3.730384036
1652	3.730381956
1653	3.730380375
1654	3.730354545
1655	3.730311651
1656	3.7303076
1657	3.730282251
1658	3.730276139
1659	3.730264196
1660	3.730252765
1661	3.730248697
1662	3.730245278
1663	3.730242724
1664	3.730240691
