iter	MAE
1665	3.730237224
1666	3.730235668
1667	3.730234119
1668	3.730232153
1669	3.73022254
1670	3.730218113
1671	3.730212426
1672	3.730192167
1673	3.730178389
1674	3.730177547
1675	3.730176407
1676	3.730175715
1677	3.730169941
1678	3.730168555
1679	3.730148234
1680	3.730146723
1681	3.730144923
1682	3.730131485
1683	3.730130709
1684	3.730129023
1685	3.730127288
1686	3.730113295
1687	3.730070394
1688	3.730054157
1689	3.730053539
1690	3.730044562
1691	3.730041735
1692	3.730024162
1693	3.730022015
1694	3.730003566
1695	3.730000596
1696	3.729986146
1697	3.729983191
1698	3.729982086
1699	3.729981773
1700	3.729979291
1701	3.729973066
1702	3.729972083
1703	3.729969989
1704	3.729968909
1705	3.729963332
1706	3.72996179
1707	3.729960633
1708	3.729953731
1709	3.729949905
1710	3.72993651
1711	3.729913824
1712	3.729912291
1713	3.729903021
1714	3.729902258
1715	3.729899161
1716	3.729895815
1717	3.729881004
1718	3.729877941
1719	3.729875431
1720	3.729859275
1721	3.729856498
1722	3.729855374
1723	3.729854932
1724	3.729853952
1725	3.7298358
1726	3.729814236
1727	3.729813727
1728	3.729811831
1729	3.729806485
1730	3.729803168
1731	3.729802538
1732	3.729801898
1733	3.729799323
1734	3.729790866
1735	3.729780293
1736	3.729747482
1737	3.729746717
1738	3.729746218
1739	3.729735292
1740	3.729732901
1741	3.729712875
1742	3.729711333
1743	3.729696198
1744	3.729638043
1745	3.729635768
1746	3.729623316
1747	3.729608976
1748	3.729606432
1749	3.72959871
1750	3.729586941
1751	3.729578459
1752	3.729575088
1753	3.729574495
1754	3.729568985
1755	3.729555877
1756	3.729541725
1757	3.729531542
1758	3.729531069
1759	3.72951733
1760	3.72951553
1761	3.729480957
1762	3.729467586
1763	3.729466392
1764	3.729465332
1765	3.729464126
1766	3.729462947
1767	3.729443671
1768	3.729442425
1769	3.729413453
1770	3.729412251
1771	3.729398131
1772	3.729397045
1773	3.729392768
1774	3.72939152
1775	3.729380829
1776	3.729371856
1777	3.729369108
1778	3.729364153
1779	3.729362258
1780	3.729360977
1781	3.729356804
1782	3.729349744
1783	3.729347193
1784	3.729346156
1785	3.729342943
1786	3.729335588
1787	3.729325071
1788	3.729321364
1789	3.729316194
1790	3.729313922
1791	3.729305484
1792	3.729301542
1793	3.729299693
1794	3.729299088
1795	3.729298931
1796	3.729294795
1797	3.729284711
1798	3.729271926
1799	3.729259526
1800	3.729257044
1801	3.729256638
1802	3.729248532
1803	3.729241629
1804	3.72924079
1805	3.729239371
1806	3.729220118
1807	3.729210746
1808	3.729206074
1809	3.72920323
1810	3.729199765
1811	3.72919909
1812	3.729197552
1813	3.729195506
1814	3.729193033
1815	3.729191652
1816	3.729181913
1817	3.729181416
1818	3.729180813
1819	3.729179454
1820	3.729175249
1821	3.72916855
1822	3.729166437
1823	3.729164831
1824	3.729163487
1825	3.729160794
1826	3.729150969
1827	3.729145865
1828	3.729127513
1829	3.729121055
1830	3.729118388
1831	3.729117304
1832	3.72910218
1833	3.729095376
1834	3.72909288
1835	3.729089333
1836	3.729079272
1837	3.729069746
1838	3.729062056
1839	3.729061416
1840	3.729060885
1841	3.729059268
1842	3.729049787
1843	3.729033675
1844	3.729022086
1845	3.729006451
1846	3.729005863
1847	3.729005272
1848	3.728977059
1849	3.728976086
1850	3.728948543
1851	3.728936516
1852	3.728915029
1853	3.728902153
1854	3.728892598
1855	3.728883366
1856	3.728882009
1857	3.728880684
1858	3.728880329
1859	3.728874545
1860	3.72887372
1861	3.728863361
1862	3.728861856
1863	3.728859009
1864	3.72885732
1865	3.728853118
1866	3.728849073
1867	3.728847788
1868	3.7288471
1869	3.728845789
1870	3.728833792
1871	3.728832606
1872	3.728827469
1873	3.728826243
1874	3.728807572
1875	3.728806268
1876	3.728799117
1877	3.728781107
1878	3.728773688
1879	3.72876331
1880	3.728762076
1881	3.728756468
1882	3.728752863
1883	3.728752383
1884	3.728751658
1885	3.72873833
1886	3.728692817
1887	3.728637753
1888	3.728627869
1889	3.728622119
1890	3.728607245
1891	3.728596734
1892	3.72858808
1893	3.72858692
1894	3.728572766
1895	3.728570086
1896	3.728568736
1897	3.728566695
1898	3.72855985
1899	3.728559085
1900	3.728558563
1901	3.72855093
1902	3.728544373
1903	3.72853871
1904	3.728523571
1905	3.728519751
1906	3.728515873
1907	3.728506891
1908	3.728503975
1909	3.728495587
1910	3.728493444
1911	3.728493254
1912	3.728491744
1913	3.728485422
1914	3.728482757
1915	3.72848106
1916	3.728478003
1917	3.728475231
1918	3.728475084
1919	3.72846797
1920	3.728466927
1921	3.728466262
1922	3.728465886
1923	3.72846213
1924	3.728461131
1925	3.728427973
1926	3.728416481
1927	3.728409271
1928	3.728407714
1929	3.728405534
1930	3.728399671
1931	3.728398519
1932	3.728398119
1933	3.728397462
1934	3.728397136
1935	3.728395498
1936	3.728394929
1937	3.728392871
1938	3.728392411
1939	3.728391932
1940	3.728391376
1941	3.728390798
1942	3.728381083
1943	3.72837546
1944	3.728374972
1945	3.7283723
1946	3.728369387
1947	3.728368815
1948	3.72836426
1949	3.728363578
1950	3.72836316
1951	3.728362111
1952	3.728359742
1953	3.728356308
1954	3.728355122
1955	3.728354313
1956	3.728340649
1957	3.72833837
1958	3.728335183
1959	3.728334289
1960	3.728332434
1961	3.728331963
1962	3.728331151
1963	3.728326057
1964	3.728325227
1965	3.728321705
1966	3.728320703
1967	3.728319712
1968	3.728319477
1969	3.7283187
1970	3.728317659
1971	3.728313072
1972	3.728311913
1973	3.728300374
1974	3.728300083
1975	3.728299585
1976	3.728298805
1977	3.728296593
1978	3.728293994
1979	3.728289564
1980	3.728288991
1981	3.728287123
1982	3.728286909
1983	3.728264824
1984	3.72826267
1985	3.728253419
1986	3.728240677
1987	3.728225965
1988	3.728224459
1989	3.728222059
1990	3.728216437
1991	3.728214336
1992	3.728208951
1993	3.728202635
1994	3.728188897
1995	3.728183348
1996	3.728181952
1997	3.728173082
1998	3.728171445
1999	3.728170291
2000	3.728164806
2001	3.728153367
2002	3.728146984
2003	3.728144158
2004	3.728143508
2005	3.728142183
2006	3.728137197
2007	3.728133911
2008	3.728127129
2009	3.728125247
2010	3.728124683
2011	3.728118293
2012	3.72811328
2013	3.728107753
2014	3.728106047
2015	3.728101896
2016	3.728097494
2017	3.728084097
2018	3.728072065
2019	3.728066778
2020	3.728065442
2021	3.728062868
2022	3.728058448
2023	3.728052294
2024	3.728049413
2025	3.728041105
2026	3.728037649
2027	3.728036576
2028	3.728032299
2029	3.728027302
2030	3.728015454
2031	3.728012955
2032	3.728005778
2033	3.727999613
2034	3.727998211
2035	3.727995525
2036	3.727975254
2037	3.72797343
2038	3.727972171
2039	3.727965579
2040	3.727962747
2041	3.727946439
2042	3.727939228
2043	3.727912566
2044	3.727910653
2045	3.72790176
2046	3.727895023
2047	3.727891477
2048	3.727876109
2049	3.727871833
2050	3.727866024
2051	3.727860369
2052	3.727859884
2053	3.727843561
2054	3.727830577
2055	3.727819501
2056	3.727796438
2057	3.727789652
2058	3.727787859
2059	3.727784958
2060	3.727782135
2061	3.727771996
2062	3.727771264
2063	3.727769978
2064	3.727767903
2065	3.727751419
2066	3.727749087
2067	3.727747213
2068	3.727740867
2069	3.727731176
2070	3.727728786
2071	3.727725531
2072	3.727724756
2073	3.727721517
2074	3.727720857
2075	3.727717104
2076	3.727716444
2077	3.727711402
2078	3.727692635
2079	3.727689378
2080	3.727683067
2081	3.72768061
2082	3.727677332
2083	3.727650137
2084	3.72764936
2085	3.727641501
2086	3.727638278
2087	3.727633653
2088	3.727632091
2089	3.727629658
2090	3.727628757
2091	3.727624072
2092	3.727617077
2093	3.72761597
2094	3.727613762
2095	3.727606832
2096	3.727603844
2097	3.727589863
2098	3.727585382
2099	3.727575846
2100	3.727569958
2101	3.727555144
2102	3.727549376
2103	3.727547037
2104	3.727543535
2105	3.727542734
2106	3.727540163
2107	3.727538271
2108	3.727537477
2109	3.727533888
2110	3.727532954
2111	3.72752672
2112	3.727525622
2113	3.727516129
2114	3.727515256
2115	3.727512579
2116	3.727512195
2117	3.727501144
2118	3.727487542
2119	3.727483605
2120	3.727472815
2121	3.72746877
2122	3.727458674
2123	3.727454135
2124	3.727453093
2125	3.727446117
2126	3.727441715
2127	3.727439036
2128	3.727423475
2129	3.727409011
2130	3.727403113
2131	3.727396528
2132	3.727382878
2133	3.727380463
2134	3.727379176
2135	3.727372601
2136	3.727366941
2137	3.727363875
2138	3.727359684
2139	3.727353525
2140	3.727351568
2141	3.727348863
2142	3.72734494
2143	3.727343808
2144	3.727339898
2145	3.72733722
2146	3.72733423
2147	3.727333453
2148	3.727332292
2149	3.727328104
2150	3.727325374
2151	3.72732462
2152	3.727320657
2153	3.7273152
2154	3.727311871
2155	3.727310239
2156	3.727303092
2157	3.727301491
2158	3.727300849
2159	3.727300394
2160	3.727296144
2161	3.727290982
2162	3.727283484
2163	3.727278947
2164	3.727275755
2165	3.727270305
2166	3.727266494
2167	3.72726076
2168	3.727258249
2169	3.727253499
2170	3.727247754
2171	3.727246035
2172	3.727241346
2173	3.727239101
2174	3.727234639
2175	3.727234097
2176	3.727231811
2177	3.727228996
2178	3.727227185
2179	3.727225815
2180	3.7272205
2181	3.727206252
2182	3.727205137
2183	3.727202926
2184	3.727200783
2185	3.727200092
2186	3.727190826
2187	3.727186964
2188	3.727181422
2189	3.727180012
2190	3.727177847
2191	3.727171792
2192	3.727169599
2193	3.727165528
2194	3.727164366
2195	3.727163252
2196	3.727156648
2197	3.72715506
2198	3.727154317
2199	3.727153126
2200	3.727137533
2201	3.727132917
2202	3.727130718
2203	3.727129649
2204	3.727128192
2205	3.72712504
2206	3.727121028
2207	3.727111368
2208	3.727104415
2209	3.727091024
2210	3.727090809
2211	3.727089627
2212	3.727082291
2213	3.727080418
2214	3.727078609
2215	3.727075403
2216	3.727067768
2217	3.72706654
2218	3.727056989
2219	3.727053914
2220	3.727053511
2221	3.727051973
2222	3.72704999
2223	3.72704869
2224	3.727047227
2225	3.727043585
2226	3.727043133
2227	3.727042778
2228	3.727041412
2229	3.727037855
2230	3.727026847
2231	3.727026511
2232	3.727024979
2233	3.727018597
2234	3.727018155
2235	3.727012026
2236	3.727000467
2237	3.726998395
2238	3.726998178
2239	3.726997217
2240	3.726996983
2241	3.726994757
2242	3.726961569
2243	3.726934812
2244	3.726931047
2245	3.726926663
2246	3.726923263
2247	3.726920632
2248	3.726910875
2249	3.726909205
2250	3.726906838
2251	3.726901618
2252	3.726898945
2253	3.726898482
2254	3.7268976
2255	3.726895959
2256	3.726893267
2257	3.72688943
2258	3.726886252
2259	3.726884205
2260	3.726877632
2261	3.726870183
2262	3.72683898
2263	3.726836656
2264	3.726834266
2265	3.726831075
2266	3.72683046
2267	3.726824007
2268	3.726813854
2269	3.726795398
2270	3.726794741
2271	3.72679401
2272	3.726791493
2273	3.726790799
2274	3.726782449
2275	3.726780252
2276	3.726779534
2277	3.726769536
2278	3.726760292
2279	3.726757898
2280	3.726755498
2281	3.726742768
2282	3.726741353
2283	3.726740382
2284	3.726733442
2285	3.72672173
2286	3.726720495
2287	3.726718793
2288	3.726707567
2289	3.726706293
2290	3.726695994
2291	3.726693633
2292	3.72669219
2293	3.726689413
2294	3.726685356
2295	3.726683967
2296	3.726683056
2297	3.72667984
2298	3.726679152
2299	3.726662691
2300	3.726659607
2301	3.726657209
2302	3.726655554
2303	3.726652328
2304	3.726651719
2305	3.726641381
2306	3.726640524
2307	3.726638931
2308	3.726636587
2309	3.726635219
2310	3.726628556
2311	3.726622077
2312	3.726619059
2313	3.726618257
2314	3.726604595
2315	3.726592358
2316	3.726591227
2317	3.726589127
2318	3.726573202
2319	3.726567128
2320	3.726562498
2321	3.726542141
2322	3.72654086
2323	3.726539053
2324	3.726537286
2325	3.726531567
2326	3.726517618
2327	3.726510993
2328	3.7265077
2329	3.726506137
2330	3.726502815
2331	3.726499595
2332	3.72649487
2333	3.726491914
2334	3.726490845
2335	3.726485776
2336	3.726475094
2337	3.726460975
2338	3.726460447
2339	3.726459419
2340	3.726454226
2341	3.726453681
2342	3.726452444
2343	3.726448329
2344	3.726448178
2345	3.726441278
2346	3.726439785
2347	3.726434599
2348	3.72643164
2349	3.72642671
2350	3.726423565
2351	3.726422348
2352	3.726421479
2353	3.726420565
2354	3.72641998
2355	3.726411299
2356	3.72640942
2357	3.726401145
2358	3.726400443
2359	3.726399799
2360	3.726399653
2361	3.726383869
2362	3.72638048
2363	3.726377612
2364	3.726375097
2365	3.726374749
2366	3.726374168
2367	3.726373886
2368	3.726373638
2369	3.726373194
2370	3.726369925
2371	3.726356685
2372	3.726355407
2373	3.726354587
2374	3.726353098
2375	3.726351323
2376	3.726350729
2377	3.72635027
2378	3.726349267
2379	3.726348827
2380	3.72634767
2381	3.726347391
2382	3.726345373
2383	3.726339309
2384	3.726334557
2385	3.72633328
2386	3.726331725
2387	3.726322458
2388	3.726321798
2389	3.726315966
2390	3.726311524
2391	3.726308047
2392	3.726306422
2393	3.726306226
2394	3.726305541
2395	3.72630246
2396	3.726294117
2397	3.726292877
2398	3.726279377
2399	3.72627773
2400	3.726276337
2401	3.726275832
2402	3.726275282
2403	3.726273585
2404	3.726270374
2405	3.726269978
2406	3.726257457
2407	3.726252358
2408	3.726252204
2409	3.726250459
2410	3.72624716
2411	3.726246822
2412	3.726244863
2413	3.726241984
2414	3.726239918
2415	3.726208596
2416	3.726205886
2417	3.726205455
2418	3.726198219
2419	3.726197808
2420	3.726197027
2421	3.726195166
2422	3.726193774
2423	3.726193032
2424	3.726192561
2425	3.726189355
2426	3.726188829
2427	3.726187784
2428	3.726184988
2429	3.726182973
2430	3.726170079
2431	3.726168577
2432	3.726166412
2433	3.726165966
2434	3.726161059
2435	3.726160386
2436	3.726159093
2437	3.726156788
2438	3.726153509
2439	3.726152891
2440	3.726152447
2441	3.726151278
2442	3.726141748
2443	3.726140424
2444	3.726138425
2445	3.726135561
2446	3.726130892
2447	3.726118741
2448	3.726116391
2449	3.726115283
2450	3.726114491
2451	3.726113671
2452	3.726109975
2453	3.726106966
2454	3.726102483
2455	3.726084981
2456	3.726081282
2457	3.726075555
2458	3.726070638
2459	3.726067903
2460	3.726065977
2461	3.726063131
2462	3.726061796
2463	3.726061284
2464	3.726057268
2465	3.726056108
2466	3.726054187
2467	3.726052224
2468	3.726051159
2469	3.726042455
2470	3.72603706
2471	3.72603672
2472	3.726036363
2473	3.726035406
2474	3.726033553
2475	3.726031777
2476	3.726030673
2477	3.726027556
2478	3.726024491
2479	3.726012927
2480	3.72601202
2481	3.726001595
2482	3.726000875
2483	3.725995544
2484	3.725988189
2485	3.725982147
2486	3.725973147
2487	3.725971607
2488	3.725965748
2489	3.72596302
2490	3.725962436
2491	3.725951404
2492	3.725942411
2493	3.725942213
2494	3.725936446
2495	3.725934583
2496	3.725929884
2497	3.725927888
2498	3.725927712
2499	3.72592195
2500	3.725919958
2501	3.725909545
2502	3.725905885
2503	3.725898134
2504	3.725897823
2505	3.725896887
2506	3.725885574
2507	3.72588492
2508	3.725878917
2509	3.725876506
2510	3.725875012
2511	3.725857961
2512	3.725855951
2513	3.725854757
2514	3.725853097
2515	3.725850848
2516	3.72584903
2517	3.725848536
2518	3.72584129
2519	3.725829173
2520	3.725821642
2521	3.725821113
2522	3.725819938
2523	3.725818875
2524	3.725818538
2525	3.725815822
2526	3.725813135
2527	3.725810128
2528	3.725807721
2529	3.725802485
2530	3.725802049
2531	3.72580029
2532	3.725798087
2533	3.725795535
2534	3.725793051
2535	3.725792137
2536	3.725791466
2537	3.72579098
2538	3.725789964
2539	3.725786388
2540	3.725784645
2541	3.725784194
2542	3.725783929
2543	3.725779143
2544	3.725778838
2545	3.725777186
2546	3.72577558
2547	3.725765044
2548	3.725753502
2549	3.725750428
2550	3.725742665
2551	3.725742252
2552	3.725729872
2553	3.725729085
2554	3.725727736
2555	3.725726916
2556	3.725726449
2557	3.725725681
2558	3.725724349
2559	3.725712994
2560	3.725700182
2561	3.725699256
2562	3.725697898
2563	3.725684394
2564	3.725683028
2565	3.725681427
2566	3.725680915
2567	3.725678503
2568	3.725677811
2569	3.725677429
2570	3.725676755
2571	3.725676536
2572	3.725676134
2573	3.725675536
2574	3.725675222
2575	3.725667719
2576	3.725667113
2577	3.725665814
2578	3.725665006
2579	3.725656988
2580	3.725656614
2581	3.725656315
2582	3.725655986
2583	3.725655011
2584	3.725650426
2585	3.725650194
2586	3.72564652
2587	3.725643538
2588	3.725632628
2589	3.72562925
2590	3.725626398
2591	3.725623538
2592	3.725622491
2593	3.725619131
2594	3.725615655
2595	3.725613453
2596	3.72560464
2597	3.725603721
2598	3.725602858
2599	3.725601582
2600	3.725600703
2601	3.725597276
2602	3.725590419
2603	3.725587183
2604	3.725586669
2605	3.725586201
2606	3.725585589
2607	3.725585053
2608	3.725584772
2609	3.725581234
2610	3.725579168
2611	3.725577285
2612	3.725572887
2613	3.725561037
2614	3.725558187
2615	3.725556549
2616	3.725556327
2617	3.725554741
2618	3.725554486
2619	3.725552515
2620	3.725550073
2621	3.725549728
2622	3.725549434
2623	3.725549139
2624	3.725547851
2625	3.725545993
2626	3.725542347
2627	3.725534709
2628	3.725533622
2629	3.725533162
2630	3.725532299
2631	3.725518166
2632	3.72551758
2633	3.725515483
2634	3.725515223
2635	3.725509312
2636	3.725505588
2637	3.725505326
2638	3.725504647
2639	3.725503853
2640	3.72550144
2641	3.725500912
2642	3.72550034
2643	3.725499098
2644	3.725498653
2645	3.725496539
2646	3.72549507
2647	3.725493855
2648	3.725485824
2649	3.725482555
2650	3.725479415
2651	3.725475019
2652	3.725473209
2653	3.725470183
2654	3.725469874
2655	3.725465988
2656	3.725464429
2657	3.725451438
2658	3.725450827
2659	3.725447058
2660	3.725443771
2661	3.725443219
2662	3.725424222
2663	3.725417578
2664	3.72541714
2665	3.725416689
2666	3.725413358
2667	3.725411384
2668	3.725410228
2669	3.725409179
2670	3.725408639
2671	3.725407598
2672	3.725407325
2673	3.725405327
2674	3.725403889
2675	3.725403073
2676	3.725402569
2677	3.725400108
2678	3.725399061
2679	3.725398329
2680	3.725396627
2681	3.725396153
2682	3.725389993
2683	3.725382133
2684	3.725381114
2685	3.725379973
2686	3.725377419
2687	3.725376116
2688	3.725374016
2689	3.725373487
2690	3.72537302
2691	3.725371725
2692	3.725370218
2693	3.725369398
2694	3.725359088
2695	3.725358699
2696	3.725357937
2697	3.725357604
2698	3.725346439
2699	3.725342402
2700	3.725338236
2701	3.725334639
2702	3.725332524
2703	3.725330315
2704	3.725329898
2705	3.725328527
2706	3.725326281
2707	3.725325664
2708	3.725304777
2709	3.725298236
2710	3.725297926
2711	3.725297507
2712	3.725297009
2713	3.725295923
2714	3.725290304
2715	3.725286203
2716	3.725282087
2717	3.725281622
2718	3.72528076
2719	3.725250251
2720	3.725249484
2721	3.725245321
2722	3.725242918
2723	3.72523986
2724	3.725231401
2725	3.725225751
2726	3.725224008
2727	3.725222751
2728	3.72521981
2729	3.725210971
2730	3.725205239
2731	3.725203316
2732	3.725199239
2733	3.725194942
2734	3.725194491
2735	3.725191127
2736	3.725181661
2737	3.725173683
2738	3.725173225
2739	3.725172858
2740	3.725166259
2741	3.72516281
2742	3.725162102
2743	3.725159809
2744	3.725154874
2745	3.725152461
2746	3.725150156
2747	3.725142105
2748	3.725140777
2749	3.725134654
2750	3.725134325
2751	3.725108759
2752	3.725102891
2753	3.725101967
2754	3.725096964
2755	3.725089035
2756	3.725088402
2757	3.725087817
2758	3.725080897
2759	3.725069444
2760	3.725067399
2761	3.725056142
2762	3.725054749
2763	3.725043938
2764	3.72504106
2765	3.725030601
2766	3.725029658
2767	3.725022151
2768	3.725019873
2769	3.724984297
2770	3.724980371
2771	3.724973637
2772	3.724972871
2773	3.724953117
2774	3.72495201
2775	3.724950808
2776	3.724943395
2777	3.724940749
2778	3.72493854
2779	3.724918239
2780	3.72491592
2781	3.7249133
2782	3.724907284
2783	3.724906678
2784	3.724905461
2785	3.724897939
2786	3.724885834
2787	3.72488416
2788	3.724881516
2789	3.724880558
2790	3.724861013
2791	3.724860115
2792	3.724856884
2793	3.724835415
2794	3.724833363
2795	3.724830867
2796	3.72482612
2797	3.724817624
2798	3.724800517
2799	3.724800256
2800	3.724800043
2801	3.724799048
2802	3.724796598
2803	3.724782609
2804	3.724781239
2805	3.724779645
2806	3.724777495
2807	3.724774899
2808	3.724771025
2809	3.724749073
2810	3.72474766
2811	3.724731295
2812	3.724729365
2813	3.724725967
2814	3.724724289
2815	3.724723693
2816	3.724723494
2817	3.724723193
2818	3.724722124
2819	3.724720322
2820	3.724710732
2821	3.724708018
2822	3.724700718
2823	3.724699539
2824	3.724687878
2825	3.724682454
2826	3.724667025
2827	3.724665567
2828	3.7246578
2829	3.724650744
2830	3.724645705
2831	3.724644592
2832	3.724643684
2833	3.724612281
2834	3.724610819
2835	3.724607019
2836	3.724604394
2837	3.724603813
2838	3.724593675
2839	3.72459283
2840	3.724592588
2841	3.724590842
2842	3.72459031
2843	3.724583978
2844	3.724583453
2845	3.724583039
2846	3.72457985
2847	3.724577084
2848	3.724576033
2849	3.724573429
2850	3.72457302
2851	3.724570204
2852	3.724568853
2853	3.724562385
2854	3.724547558
2855	3.724542631
2856	3.724541184
2857	3.724541011
2858	3.724535115
2859	3.724532655
2860	3.724528718
2861	3.724525685
2862	3.724524875
2863	3.724518837
2864	3.724517702
2865	3.724513628
2866	3.7245125
2867	3.724512272
2868	3.72451137
2869	3.724507277
2870	3.724491194
2871	3.724486336
2872	3.724479414
2873	3.724475645
2874	3.724457679
2875	3.724457554
2876	3.724453651
2877	3.724405508
2878	3.724403779
2879	3.724395491
2880	3.724394104
2881	3.724391126
2882	3.724386241
2883	3.724380623
2884	3.72437891
2885	3.724376457
2886	3.724374836
2887	3.724373899
2888	3.724358469
2889	3.724356607
2890	3.72435512
2891	3.724339522
2892	3.724336629
2893	3.724336079
2894	3.724325569
2895	3.724324383
2896	3.724316304
2897	3.724313476
2898	3.724309855
2899	3.724294169
2900	3.724293105
2901	3.72429305
2902	3.724292352
2903	3.72429153
2904	3.724288881
2905	3.724282605
2906	3.724276757
2907	3.724271492
2908	3.724270308
2909	3.72426458
2910	3.724264079
2911	3.724263123
2912	3.724260528
2913	3.72425361
2914	3.724244363
2915	3.724240338
2916	3.724239822
2917	3.724238205
2918	3.724229547
2919	3.724216992
2920	3.724210358
2921	3.724194361
2922	3.724191327
2923	3.724186557
2924	3.724186018
2925	3.724184692
2926	3.724182626
2927	3.724163386
2928	3.724160233
2929	3.724159015
2930	3.724157228
2931	3.724156633
2932	3.72415541
2933	3.724153781
2934	3.724152297
2935	3.724150892
2936	3.724148485
2937	3.724144595
2938	3.724143337
2939	3.724137801
2940	3.724129025
2941	3.724124777
2942	3.724124286
2943	3.724121753
2944	3.724120757
2945	3.72411982
2946	3.724113819
2947	3.724107529
2948	3.724106047
2949	3.724104945
2950	3.724100425
2951	3.724097807
2952	3.724097174
2953	3.724095509
2954	3.724092353
2955	3.724078864
2956	3.72407721
2957	3.724076307
2958	3.724072534
2959	3.72407063
2960	3.72405476
2961	3.724054136
2962	3.724048787
2963	3.724044979
2964	3.724038382
2965	3.724034784
2966	3.724029304
